scope,window_s,model,input_group,test_macro_f1,test_macro_f1_observed_classes,test_balanced_accuracy,slbic_recall,delta_macro_f1_vs_A,delta_balanced_accuracy_vs_A,delta_slbic_recall_vs_A
strict_pre_protection_only,40,random_forest,A_strict_38,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,40,hist_gradient_boosting,A_strict_38,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,40,naive_majority,B_without_potential_leakage,0.02054794520547945,0.030821917808219176,0.125,0.0,0.0,0.0,0.0
strict_pre_protection_only,40,logistic_regression,B_without_potential_leakage,0.1979602791196994,0.2969404186795491,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,40,random_forest,B_without_potential_leakage,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,40,hist_gradient_boosting,B_without_potential_leakage,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,40,naive_majority,C_without_SLBIC_initial,0.02054794520547945,0.030821917808219176,0.125,0.0,0.0,0.0,0.0
strict_pre_protection_only,40,logistic_regression,C_without_SLBIC_initial,0.1979602791196994,0.2969404186795491,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,40,random_forest,C_without_SLBIC_initial,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,40,hist_gradient_boosting,C_without_SLBIC_initial,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,60,naive_majority,A_strict_38,0.02054794520547945,0.030821917808219176,0.125,0.0,0.0,0.0,0.0
strict_pre_protection_only,60,logistic_regression,A_strict_38,0.1979602791196994,0.2969404186795491,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,60,random_forest,A_strict_38,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,60,hist_gradient_boosting,A_strict_38,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,60,naive_majority,B_without_potential_leakage,0.02054794520547945,0.030821917808219176,0.125,0.0,0.0,0.0,0.0
strict_pre_protection_only,60,logistic_regression,B_without_potential_leakage,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,-0.002898550724637655,0.0,0.0
strict_pre_protection_only,60,random_forest,B_without_potential_leakage,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,60,hist_gradient_boosting,B_without_potential_leakage,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,60,naive_majority,C_without_SLBIC_initial,0.02054794520547945,0.030821917808219176,0.125,0.0,0.0,0.0,0.0
strict_pre_protection_only,60,logistic_regression,C_without_SLBIC_initial,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,-0.002898550724637655,0.0,0.0
strict_pre_protection_only,60,random_forest,C_without_SLBIC_initial,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,60,hist_gradient_boosting,C_without_SLBIC_initial,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,90,naive_majority,A_strict_38,0.02054794520547945,0.030821917808219176,0.125,0.0,0.0,0.0,0.0
strict_pre_protection_only,90,logistic_regression,A_strict_38,0.1979602791196994,0.2969404186795491,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,90,random_forest,A_strict_38,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,90,hist_gradient_boosting,A_strict_38,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,90,naive_majority,B_without_potential_leakage,0.02054794520547945,0.030821917808219176,0.125,0.0,0.0,0.0,0.0
strict_pre_protection_only,90,logistic_regression,B_without_potential_leakage,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,-0.002898550724637655,0.0,0.0
strict_pre_protection_only,90,random_forest,B_without_potential_leakage,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,90,hist_gradient_boosting,B_without_potential_leakage,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,90,naive_majority,C_without_SLBIC_initial,0.02054794520547945,0.030821917808219176,0.125,0.0,0.0,0.0,0.0
strict_pre_protection_only,90,logistic_regression,C_without_SLBIC_initial,0.1979602791196994,0.2969404186795491,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,90,random_forest,C_without_SLBIC_initial,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,90,hist_gradient_boosting,C_without_SLBIC_initial,0.19506172839506175,0.29259259259259257,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0
strict_pre_protection_only,120,naive_majority,A_strict_38,0.02727272727272727,0.04090909090909091,0.125,0.0,0.0,0.0,0.0
strict_pre_protection_only,120,logistic_regression,A_strict_38,0.6472222222222223,0.9708333333333333,0.96875,1.0,0.0,0.0,0.0
strict_pre_protection_only,120,random_forest,A_strict_38,0.5595029239766082,0.8392543859649122,0.84375,1.0,0.0,0.0,0.0
strict_pre_protection_only,120,hist_gradient_boosting,A_strict_38,0.5664983164983165,0.8497474747474747,0.8611111111111112,0.8888888888888888,0.0,0.0,0.0
strict_pre_protection_only,120,naive_majority,B_without_potential_leakage,0.02727272727272727,0.04090909090909091,0.125,0.0,0.0,0.0,0.0
strict_pre_protection_only,120,logistic_regression,B_without_potential_leakage,0.6472222222222223,0.9708333333333333,0.96875,1.0,0.0,0.0,0.0
strict_pre_protection_only,120,random_forest,B_without_potential_leakage,0.5595029239766082,0.8392543859649122,0.84375,1.0,0.0,0.0,0.0
strict_pre_protection_only,120,hist_gradient_boosting,B_without_potential_leakage,0.5664983164983165,0.8497474747474747,0.8611111111111112,0.8888888888888888,0.0,0.0,0.0
strict_pre_protection_only,120,naive_majority,C_without_SLBIC_initial,0.02727272727272727,0.04090909090909091,0.125,0.0,0.0,0.0,0.0
strict_pre_protection_only,120,logistic_regression,C_without_SLBIC_initial,0.6472222222222223,0.9708333333333333,0.96875,1.0,0.0,0.0,0.0
strict_pre_protection_only,120,random_forest,C_without_SLBIC_initial,0.5595029239766082,0.8392543859649122,0.84375,1.0,0.0,0.0,0.0
strict_pre_protection_only,120,hist_gradient_boosting,C_without_SLBIC_initial,0.6442760942760942,0.9664141414141414,0.9704861111111112,0.8888888888888888,0.07777777777777772,0.109375,0.0
