split_type,split_id,window_s,feature_group,analysis_scope,eval_split,alpha,calibration_n,probability_cutoff,empirical_set_coverage,average_prediction_set_size,single_label_rate,ambiguous_multi_label_rate,empty_unknown_rate,coverage,selective_accuracy,selective_macro_f1,selective_balanced_accuracy,risk,reject_rate,selected_model,calibration_status
random,seed_20268993,60,A_strict_38,control,test,0.1,101,0.18250836403016413,0.9504950495049505,3.3168316831683167,0.22772277227722773,0.7722772277227723,0.0,0.22772277227722773,1.0,0.42857142857142855,1.0,0.0,0.7722772277227723,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20268993,60,A_strict_38,control,test,0.2,101,0.18250836403016413,0.9504950495049505,3.3168316831683167,0.22772277227722773,0.7722772277227723,0.0,0.22772277227722773,1.0,0.42857142857142855,1.0,0.0,0.7722772277227723,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20268993,90,A_strict_38,control,test,0.05,101,0.07717484579702982,1.0,4.544554455445544,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20268993,90,A_strict_38,control,test,0.1,101,0.18250836403016413,0.9504950495049505,3.3168316831683167,0.22772277227722773,0.7722772277227723,0.0,0.22772277227722773,1.0,0.42857142857142855,1.0,0.0,0.7722772277227723,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20268993,90,A_strict_38,control,test,0.2,101,0.18250836403016413,0.9504950495049505,3.3168316831683167,0.22772277227722773,0.7722772277227723,0.0,0.22772277227722773,1.0,0.42857142857142855,1.0,0.0,0.7722772277227723,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20270002,120,A_strict_38,main,test,0.05,101,0.905509540617918,0.8910891089108911,0.8910891089108911,0.8910891089108911,0.0,0.10891089108910891,0.8910891089108911,1.0,0.8571428571428571,1.0,0.0,0.1089108910891089,random_forest,train_only_sigmoid_cv
random,seed_20270002,120,A_strict_38,main,test,0.1,101,0.926265511821145,0.8217821782178217,0.8217821782178217,0.8217821782178217,0.0,0.1782178217821782,0.8217821782178217,1.0,0.8571428571428571,1.0,0.0,0.17821782178217827,random_forest,train_only_sigmoid_cv
random,seed_20270002,120,A_strict_38,main,test,0.2,101,0.9299417027641086,0.7722772277227723,0.7722772277227723,0.7722772277227723,0.0,0.22772277227722773,0.7722772277227723,1.0,0.7142857142857143,1.0,0.0,0.2277227722772277,random_forest,train_only_sigmoid_cv
random,seed_20270002,60,A_strict_38,control,test,0.05,101,0.07683869521984754,1.0,4.465346534653466,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20270002,60,A_strict_38,control,test,0.1,101,0.1819618853756193,0.9504950495049505,3.198019801980198,0.26732673267326734,0.7326732673267327,0.0,0.26732673267326734,1.0,0.42857142857142855,1.0,0.0,0.7326732673267327,hist_gradient_boosting,train_only_sigmoid_cv
