split_type,split_id,window_s,evaluation_scope,model,selected_for_test,accuracy,macro_f1,macro_f1_observed,balanced_accuracy,n_classes_eval,minimum_support,level,true_label,predicted_label,count,eligible_families
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,MD,SLBIC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,MD,SLBOC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RI,FLB,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RI,LLB,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RI,LOCA,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RI,LOCAC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RI,LR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RI,MD,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RI,RI,7,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RI,RW,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RI,SGATR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RI,SGBTR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RI,SLBIC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RI,SLBOC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RW,FLB,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RW,LLB,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RW,LOCA,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RW,LOCAC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RW,LR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RW,MD,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RW,RI,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RW,RW,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RW,SGATR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RW,SGBTR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RW,SLBIC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,RW,SLBOC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,SGATR,FLB,9,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,SGATR,LLB,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,SGATR,LOCA,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,SGATR,LOCAC,0,
