mode,landmark_s,input_group,model,split,n_trajectories,feature_count,excluded_high_coupling_count,suspicious_train_feature_count,mae,rmse,r2
sensitivity,120,severity_plus_process,ridge,validation,15,171,20,0,54.34476888756852,137.36738914709144,0.6706618759937242
sensitivity,120,severity_plus_process,ridge,test,16,171,20,0,108.42296869324134,358.03469102679145,0.3882054105235735
sensitivity,120,severity_plus_process,random_forest,train,45,171,20,0,10.701980849500298,42.215271991844354,0.881486845061611
sensitivity,120,severity_plus_process,random_forest,validation,15,171,20,0,39.12295908289243,145.4500580669953,0.6307652924909048
sensitivity,120,severity_plus_process,random_forest,test,16,171,20,0,103.1549343584656,376.0606148230475,0.32505075186508325
sensitivity,120,severity_plus_process,gradient_boosting,train,45,171,20,0,11.62676325881538,58.899251889572504,0.7693003512254059
sensitivity,120,severity_plus_process,gradient_boosting,validation,15,171,20,0,46.69852037351979,174.86980841944998,0.4662911702820951
sensitivity,120,severity_plus_process,gradient_boosting,test,16,171,20,0,104.46806806149635,403.68540091663436,0.22224734610518315
sensitivity,300,severity_only,naive_mean,train,3,1,20,118,132.11111111111111,153.16784547968575,0.0
sensitivity,300,severity_only,naive_mean,validation,1,1,20,118,502.1666666666667,502.1666666666667,0.0
sensitivity,300,severity_only,naive_mean,test,2,1,20,118,845.75,1033.168138677233,-0.49230638285098416
sensitivity,300,severity_only,ridge,train,3,1,20,118,103.4188034188034,118.29214217657574,0.4035465069655998
sensitivity,300,severity_only,ridge,validation,1,1,20,118,416.08974358974365,416.08974358974365,0.0
sensitivity,300,severity_only,ridge,test,2,1,20,118,738.1538461538462,933.776085460416,-0.21899375723048897
sensitivity,300,severity_only,random_forest,train,3,1,20,118,130.73814814814804,153.22321669566887,-0.0007231442649719977
